answer_by,ques,views,vote,weblink
Peter Mortensen,What is JavaScript's highest integer value that a number can go to without losing precision?,"Viewed 609,406 times",1062,https://stackoverflow.com/questions/307179/what-is-javascripts-highest-integer-value-that-a-number-can-go-to-without-losin
Arsen Khachaturyan,What is the difference between String.slice and String.substring?,"Viewed 347,830 times",1064,https://stackoverflow.com/questions/2243824/what-is-the-difference-between-string-slice-and-string-substring
Kamil Kiełczewski,Getting the ID of the element that fired an event,"Viewed 1,487,309 times",1069,https://stackoverflow.com/questions/48239/getting-the-id-of-the-element-that-fired-an-event
Kamil Kiełczewski,jQuery AJAX submit form,"Viewed 2,430,691 times",1069,https://stackoverflow.com/questions/1960240/jquery-ajax-submit-form
leonheess,How to sort an object array by date property?,"Viewed 1,197,205 times",1074,https://stackoverflow.com/questions/10123953/how-to-sort-an-object-array-by-date-property
TylerH,"How can I access and process nested objects, arrays, or JSON?","Viewed 1,096,195 times",1084,https://stackoverflow.com/questions/11922383/how-can-i-access-and-process-nested-objects-arrays-or-json
Arsen Khachaturyan,Return multiple values in JavaScript?,"Viewed 1,062,846 times",1084,https://stackoverflow.com/questions/2917175/return-multiple-values-in-javascript
Kamil Kiełczewski,How do I retrieve an HTML element's actual width and height?,"Viewed 1,315,561 times",1085,https://stackoverflow.com/questions/294250/how-do-i-retrieve-an-html-elements-actual-width-and-height
Peter Mortensen,React-router URLs don't work when refreshing or writing manually,"Viewed 663,185 times",1085,https://stackoverflow.com/questions/27928372/react-router-urls-dont-work-when-refreshing-or-writing-manually
Temani Afif,Selecting and manipulating CSS pseudo-elements such as ::before and ::after using javascript (or jQuery),"Viewed 807,488 times",1087,https://stackoverflow.com/questions/5041494/selecting-and-manipulating-css-pseudo-elements-such-as-before-and-after-usin
Community,jQuery's jquery-1.10.2.min.map is triggering a 404 (Not Found),"Viewed 478,505 times",1089,https://stackoverflow.com/questions/18365315/jquerys-jquery-1-10-2-min-map-is-triggering-a-404-not-found
Kamil Kiełczewski,How can you encode a string to Base64 in JavaScript?,"Viewed 1,710,246 times",1089,https://stackoverflow.com/questions/246801/how-can-you-encode-a-string-to-base64-in-javascript
Peter Mortensen,How to get the browser to navigate to URL in JavaScript [duplicate],"Viewed 1,289,487 times",1093,https://stackoverflow.com/questions/1226714/how-to-get-the-browser-to-navigate-to-url-in-javascript
drudge,Format number to always show 2 decimal places,"Viewed 1,569,629 times",1096,https://stackoverflow.com/questions/6134039/format-number-to-always-show-2-decimal-places
Sreeram Nair,Is Safari on iOS 6 caching $.ajax results?,"Viewed 143,825 times",1098,https://stackoverflow.com/questions/12506897/is-safari-on-ios-6-caching-ajax-results
Yi Jiang,Why would a JavaScript variable start with a dollar sign? [duplicate],"Viewed 274,545 times",1106,https://stackoverflow.com/questions/205853/why-would-a-javascript-variable-start-with-a-dollar-sign
Arsen Khachaturyan,What is the difference between angular-route and angular-ui-router?,"Viewed 268,545 times",1107,https://stackoverflow.com/questions/21023763/what-is-the-difference-between-angular-route-and-angular-ui-router
Peter O.,Getting a random value from a JavaScript array,"Viewed 845,505 times",1117,https://stackoverflow.com/questions/4550505/getting-a-random-value-from-a-javascript-array
"
        15 revs, 5 users 49%",How to force the browser to reload cached CSS and JavaScript files,"Viewed 524,246 times",1118,https://stackoverflow.com/questions/118884/how-to-force-the-browser-to-reload-cached-css-and-javascript-files
Varun Sharma,Colors in JavaScript console,"Viewed 617,882 times",1120,https://stackoverflow.com/questions/7505623/colors-in-javascript-console
IARI,Copy array items into another array,"Viewed 1,451,622 times",1121,https://stackoverflow.com/questions/4156101/copy-array-items-into-another-array
rahul singh Chauhan,Why use Redux over Facebook Flux? [closed],"Viewed 277,524 times",1124,https://stackoverflow.com/questions/32461229/why-use-redux-over-facebook-flux
cнŝdk,How do I check if string contains substring? [duplicate],"Viewed 1,872,967 times",1126,https://stackoverflow.com/questions/3480771/how-do-i-check-if-string-contains-substring
Ivar,How to determine if Javascript array contains an object with an attribute that equals a given value?,"Viewed 1,367,657 times",1127,https://stackoverflow.com/questions/8217419/how-to-determine-if-javascript-array-contains-an-object-with-an-attribute-that-e
Kamil Kiełczewski,Converting an object to a string,"Viewed 2,016,075 times",1129,https://stackoverflow.com/questions/5612787/converting-an-object-to-a-string
Kamil Kiełczewski,How do I get the value of text input field using JavaScript?,"Viewed 3,178,354 times",1133,https://stackoverflow.com/questions/11563638/how-do-i-get-the-value-of-text-input-field-using-javascript
Braiam,How to prevent buttons from submitting forms,"Viewed 868,685 times",1134,https://stackoverflow.com/questions/932653/how-to-prevent-buttons-from-submitting-forms
Michał Perłakowski,endsWith in JavaScript,"Viewed 468,950 times",1138,https://stackoverflow.com/questions/280634/endswith-in-javascript
HoldOffHunger,How to replace innerHTML of a div using jQuery?,"Viewed 1,802,476 times",1144,https://stackoverflow.com/questions/1309452/how-to-replace-innerhtml-of-a-div-using-jquery
Alexander Abakumov,Check if a variable is of function type,"Viewed 779,561 times",1148,https://stackoverflow.com/questions/5999998/check-if-a-variable-is-of-function-type
GirkovArpa,Convert character to ASCII code in JavaScript,"Viewed 1,190,228 times",1149,https://stackoverflow.com/questions/94037/convert-character-to-ascii-code-in-javascript
halfer,How to get the difference between two arrays in JavaScript?,"Viewed 956,677 times",1157,https://stackoverflow.com/questions/1187518/how-to-get-the-difference-between-two-arrays-in-javascript
John Slegers,Detecting a mobile browser,"Viewed 1,372,226 times",1166,https://stackoverflow.com/questions/11381673/detecting-a-mobile-browser
TIMEX,"In Node.js, how do I ""include"" functions from my other files?","Viewed 1,028,034 times",1169,https://stackoverflow.com/questions/5797852/in-node-js-how-do-i-include-functions-from-my-other-files
Arsen Khachaturyan,Are there constants in JavaScript?,"Viewed 510,461 times",1172,https://stackoverflow.com/questions/130396/are-there-constants-in-javascript
Peter Mortensen,How can I tell if a DOM element is visible in the current viewport?,"Viewed 718,349 times",1175,https://stackoverflow.com/questions/123999/how-can-i-tell-if-a-dom-element-is-visible-in-the-current-viewport
Andrew,Get JavaScript object from array of objects by value of property [duplicate],"Viewed 1,576,353 times",1177,https://stackoverflow.com/questions/13964155/get-javascript-object-from-array-of-objects-by-value-of-property
arnemart,Sending command line arguments to npm script,"Viewed 768,999 times",1189,https://stackoverflow.com/questions/11580961/sending-command-line-arguments-to-npm-script
General Grievance,How do you remove all the options of a select box and then add one option and select it with jQuery?,"Viewed 1,286,485 times",1192,https://stackoverflow.com/questions/47824/how-do-you-remove-all-the-options-of-a-select-box-and-then-add-one-option-and-se
TRiG,Remove all child elements of a DOM node in JavaScript,"Viewed 1,278,508 times",1196,https://stackoverflow.com/questions/3955229/remove-all-child-elements-of-a-dom-node-in-javascript
TylerH,What is event bubbling and capturing?,"Viewed 519,405 times",1200,https://stackoverflow.com/questions/4616694/what-is-event-bubbling-and-capturing
Sebas,Can I hide the HTML5 number input’s spin box?,"Viewed 755,764 times",1203,https://stackoverflow.com/questions/3790935/can-i-hide-the-html5-number-input-s-spin-box
smalinux,How to clear the canvas for redrawing,"Viewed 1,115,944 times",1203,https://stackoverflow.com/questions/2142535/how-to-clear-the-canvas-for-redrawing
Serge Stroobandt,"How to perform an integer division, and separately get the remainder, in JavaScript?","Viewed 1,002,924 times",1209,https://stackoverflow.com/questions/4228356/how-to-perform-an-integer-division-and-separately-get-the-remainder-in-javascr
Lightness Races in Orbit,How to execute a JavaScript function when I have its name as a string,"Viewed 641,132 times",1213,https://stackoverflow.com/questions/359788/how-to-execute-a-javascript-function-when-i-have-its-name-as-a-string
johannchopin,How to sort an array of integers correctly,"Viewed 958,826 times",1223,https://stackoverflow.com/questions/1063007/how-to-sort-an-array-of-integers-correctly
Yilmaz,Using Node.js require vs. ES6 import/export,"Viewed 747,267 times",1226,https://stackoverflow.com/questions/31354559/using-node-js-require-vs-es6-import-export
Zach,Serializing to JSON in jQuery [duplicate],"Viewed 917,278 times",1231,https://stackoverflow.com/questions/191881/serializing-to-json-in-jquery
Braiam,How to reload a page using JavaScript,"Viewed 1,687,625 times",1252,https://stackoverflow.com/questions/3715047/how-to-reload-a-page-using-javascript
"
        8 revs, 5 users 48%",How do I get started with Node.js [closed],"Viewed 1,274,597 times",1262,https://stackoverflow.com/questions/2353818/how-do-i-get-started-with-node-js
Kamil Kiełczewski,jQuery get specific option tag text,"Viewed 1,087,898 times",1275,https://stackoverflow.com/questions/196684/jquery-get-specific-option-tag-text
Paul Roub,How to remove item from array by value? [duplicate],"Viewed 1,577,131 times",1276,https://stackoverflow.com/questions/3954438/how-to-remove-item-from-array-by-value
Kamil Kiełczewski,Remove element by id,"Viewed 1,739,195 times",1279,https://stackoverflow.com/questions/3387427/remove-element-by-id
lifeisfoo,"How can I get the full object in Node.js's console.log(), rather than '[Object]'?","Viewed 731,457 times",1286,https://stackoverflow.com/questions/10729276/how-can-i-get-the-full-object-in-node-jss-console-log-rather-than-object
Arsen Khachaturyan,Get the name of an object's type,"Viewed 844,398 times",1291,https://stackoverflow.com/questions/332422/get-the-name-of-an-objects-type
Tahir Ahmed,How to pass props to {this.props.children},"Viewed 764,064 times",1301,https://stackoverflow.com/questions/32370994/how-to-pass-props-to-this-props-children
Andy,jQuery Get Selected Option From Dropdown,"Viewed 1,923,178 times",1302,https://stackoverflow.com/questions/10659097/jquery-get-selected-option-from-dropdown
Artem Tikhomirov,"How can I get jQuery to perform a synchronous, rather than asynchronous, Ajax request?","Viewed 798,413 times",1303,https://stackoverflow.com/questions/133310/how-can-i-get-jquery-to-perform-a-synchronous-rather-than-asynchronous-ajax-re
K-Gun,Get a random item from a JavaScript array [duplicate],"Viewed 1,218,497 times",1303,https://stackoverflow.com/questions/5915096/get-a-random-item-from-a-javascript-array
Peter Mortensen,"How to extend an existing JavaScript array with another array, without creating a new array","Viewed 845,936 times",1308,https://stackoverflow.com/questions/1374126/how-to-extend-an-existing-javascript-array-with-another-array-without-creating
K-Gun,How to check if element is visible after scrolling?,"Viewed 841,670 times",1326,https://stackoverflow.com/questions/487073/how-to-check-if-element-is-visible-after-scrolling
Kamil Kiełczewski,How do I set/unset a cookie with jQuery?,"Viewed 1,408,828 times",1327,https://stackoverflow.com/questions/1458724/how-do-i-set-unset-a-cookie-with-jquery
royhowie,How can I create a two dimensional array in JavaScript?,"Viewed 2,529,350 times",1329,https://stackoverflow.com/questions/966225/how-can-i-create-a-two-dimensional-array-in-javascript
royhowie,How to find the sum of an array of numbers,"Viewed 2,154,523 times",1329,https://stackoverflow.com/questions/1230233/how-to-find-the-sum-of-an-array-of-numbers
Lorenzo B,Where does npm install packages?,"Viewed 992,558 times",1332,https://stackoverflow.com/questions/5926672/where-does-npm-install-packages
John Slegers,jQuery document.createElement equivalent?,"Viewed 997,975 times",1333,https://stackoverflow.com/questions/268490/jquery-document-createelement-equivalent
